wojewodztwo,powiat_miasto,liczba_przypadkow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
ma³opolskie,limanowski,0,0,0,0,0,1,1,127,121,0,120,1,t1207,2021-09-25
ma³opolskie,miechowski,0,0,0,0,0,0,0,32,21,0,21,0,t1208,2021-09-25
ma³opolskie,myœlenicki,0,0,0,0,0,9,0,144,100,0,100,0,t1209,2021-09-25
ma³opolskie,nowos¹decki,2,0.09,0,0,0,0,1,165,171,2,169,0,t1210,2021-09-25
ma³opolskie,nowotarski,1,0.05,0,0,0,15,2,290,135,1,134,0,t1211,2021-09-25
ma³opolskie,olkuski,2,0.18,0,0,0,2,2,72,51,2,49,0,t1212,2021-09-25
ma³opolskie,oœwiêcimski,2,0.13,0,0,0,0,1,101,71,2,69,0,t1213,2021-09-25
ma³opolskie,proszowicki,0,0,0,0,0,2,0,72,28,0,28,0,t1214,2021-09-25
ma³opolskie,suski,1,0.12,0,0,0,0,0,92,74,1,71,2,t1215,2021-09-25
ma³opolskie,tarnowski,3,0.15,0,0,0,1,3,146,144,3,141,0,t1216,2021-09-25
ma³opolskie,tatrzañski,2,0.29,0,0,0,0,2,162,98,2,96,0,t1217,2021-09-25
ma³opolskie,wadowicki,1,0.06,0,0,0,3,6,109,102,1,101,0,t1218,2021-09-25
ma³opolskie,wielicki,1,0.08,0,0,0,4,0,147,86,1,83,2,t1219,2021-09-25
ma³opolskie,Kraków,14,0.18,0,0,0,1,12,1644,781,17,761,3,t1261,2021-09-25
ma³opolskie,Nowy S¹cz,0,0,0,0,0,0,4,62,39,0,39,0,t1262,2021-09-25
ma³opolskie,Tarnów,0,0,0,0,0,1,0,206,93,0,93,0,t1263,2021-09-25
mazowieckie,bia³obrzeski,0,0,0,0,0,0,0,550,6,0,6,0,t1401,2021-09-25
mazowieckie,ciechanowski,0,0,0,0,0,0,0,107,73,0,72,1,t1402,2021-09-25
mazowieckie,garwoliñski,2,0.18,0,0,0,0,0,425,107,2,105,0,t1403,2021-09-25
mazowieckie,gostyniñski,0,0,0,0,0,0,0,80,22,0,21,1,t1404,2021-09-25
mazowieckie,grodziski,0,0,0,0,0,3,0,440,53,0,53,0,t1405,2021-09-25
mazowieckie,grójecki,2,0.20,0,0,0,0,6,7001,61,2,59,0,t1406,2021-09-25
mazowieckie,kozienicki,0,0,0,0,0,0,3,233,33,0,33,0,t1407,2021-09-25
mazowieckie,legionowski,0,0,0,0,0,1,0,269,86,0,85,1,t1408,2021-09-25
mazowieckie,lipski,0,0,0,0,0,0,0,70,13,0,13,0,t1409,2021-09-25
mazowieckie,³osicki,1,0.33,0,0,0,0,0,107,39,1,38,0,t1410,2021-09-25
mazowieckie,makowski,2,0.45,0,0,0,3,1,198,25,2,23,0,t1411,2021-09-25
mazowieckie,miñski,9,0.58,0,0,0,1,2,326,108,13,94,1,t1412,2021-09-25
mazowieckie,m³awski,1,0.14,0,0,0,0,1,252,42,2,40,0,t1413,2021-09-25
mazowieckie,nowodworski,1,0.13,0,0,0,1,0,256,76,1,74,1,t1414,2021-09-25
mazowieckie,ostro³êcki,1,0.11,0,0,0,5,0,49,40,1,39,0,t1415,2021-09-25
mazowieckie,ostrowski,0,0,0,0,0,0,0,61,16,0,16,0,t1416,2021-09-25
mazowieckie,otwocki,3,0.24,0,0,0,0,0,474,66,4,62,0,t1417,2021-09-25
mazowieckie,piaseczyñski,5,0.26,0,0,0,1,8,1328,160,5,155,0,t1418,2021-09-25
mazowieckie,p³ocki,2,0.18,0,0,0,0,1,228,51,2,49,0,t1419,2021-09-25
mazowieckie,p³oñski,0,0,0,0,0,0,0,825,18,0,18,0,t1420,2021-09-25
mazowieckie,pruszkowski,8,0.48,0,0,0,0,2,872,143,8,135,0,t1421,2021-09-25
mazowieckie,przasnyski,0,0,0,0,0,0,0,32,23,1,22,0,t1422,2021-09-25
mazowieckie,przysuski,0,0,0,0,0,0,0,114,28,0,28,0,t1423,2021-09-25
mazowieckie,pu³tuski,0,0,0,0,0,0,0,75,52,0,52,0,t1424,2021-09-25
mazowieckie,radomski,11,0.72,0,0,0,2,2,278,145,11,134,0,t1425,2021-09-25
mazowieckie,siedlecki,3,0.37,0,0,0,1,3,278,54,4,50,0,t1426,2021-09-25
mazowieckie,sierpecki,0,0,0,0,0,0,0,24,21,0,21,0,t1427,2021-09-25
mazowieckie,sochaczewski,2,0.24,0,0,0,1,2,697,28,3,25,0,t1428,2021-09-25
mazowieckie,soko³owski,1,0.19,0,0,0,0,1,66,38,2,36,0,t1429,2021-09-25
mazowieckie,szyd³owiecki,0,0,0,0,0,0,0,54,35,0,35,0,t1430,2021-09-25
mazowieckie,warszawski zachodni,3,0.25,0,0,0,6,0,569,81,4,77,0,t1432,2021-09-25
mazowieckie,wêgrowski,8,1.22,0,0,0,4,6,355,33,8,25,0,t1433,2021-09-25
mazowieckie,wo³omiñski,3,0.12,0,0,0,5,4,756,155,4,147,4,t1434,2021-09-25
mazowieckie,wyszkowski,1,0.13,0,0,0,0,0,72,34,1,33,0,t1435,2021-09-25
mazowieckie,zwoleñski,6,1.67,0,0,0,5,0,101,38,6,32,0,t1436,2021-09-25
mazowieckie,¿uromiñski,0,0,0,0,0,1,0,12,18,0,18,0,t1437,2021-09-25
mazowieckie,¿yrardowski,0,0,0,0,0,0,0,391,79,0,79,0,t1438,2021-09-25
mazowieckie,Ostro³êka,0,0,0,0,0,0,0,39,31,1,30,0,t1461,2021-09-25
mazowieckie,P³ock,0,0,0,0,0,0,2,205,58,0,58,0,t1462,2021-09-25
mazowieckie,Radom,3,0.14,0,0,0,4,2,252,214,3,211,0,t1463,2021-09-25
mazowieckie,Siedlce,4,0.51,0,0,0,0,1,321,62,4,58,0,t1464,2021-09-25
mazowieckie,Warszawa,49,0.27,0,0,0,62,42,7075,1752,51,1700,1,t1465,2021-09-25
opolskie,brzeski,1,0.11,1,0,1,0,2,85,53,1,52,0,t1601,2021-09-25
opolskie,g³ubczycki,0,0,0,0,0,0,0,33,29,0,29,0,t1602,2021-09-25
opolskie,kêdzierzyñsko-kozielski,0,0,0,0,0,0,2,159,63,0,63,0,t1603,2021-09-25
opolskie,kluczborski,1,0.15,0,0,0,0,0,55,41,1,39,1,t1604,2021-09-25
opolskie,krapkowicki,0,0,0,0,0,0,0,220,26,0,26,0,t1605,2021-09-25
opolskie,namys³owski,2,0.47,0,0,0,0,0,96,34,2,32,0,t1606,2021-09-25
opolskie,nyski,0,0,0,0,0,0,3,149,60,0,60,0,t1607,2021-09-25
opolskie,oleski,0,0,0,0,0,0,0,54,73,0,73,0,t1608,2021-09-25
opolskie,opolski,0,0,0,0,0,0,0,164,103,0,103,0,t1609,2021-09-25
opolskie,prudnicki,1,0.18,0,0,0,0,0,46,48,1,47,0,t1610,2021-09-25
opolskie,strzelecki,0,0,0,0,0,0,1,85,55,0,55,0,t1611,2021-09-25
opolskie,Opole,2,0.16,0,0,0,6,6,790,155,2,152,1,t1661,2021-09-25
podkarpackie,bieszczadzki,0,0,0,0,0,0,0,15,22,0,22,0,t1801,2021-09-25
podkarpackie,brzozowski,2,0.31,0,0,0,1,3,29,48,2,46,0,t1802,2021-09-25
podkarpackie,dêbicki,3,0.22,0,0,0,1,5,152,105,3,102,0,t1803,2021-09-25
podkarpackie,jaros³awski,2,0.17,0,0,0,0,1,85,142,2,140,0,t1804,2021-09-25
podkarpackie,jasielski,1,0.09,0,0,0,4,1,54,115,2,112,1,t1805,2021-09-25
podkarpackie,kolbuszowski,0,0,0,0,0,0,1,39,45,0,45,0,t1806,2021-09-25
podkarpackie,kroœnieñski,4,0.36,0,0,0,21,0,62,69,4,65,0,t1807,2021-09-25
podkarpackie,le¿ajski,1,0.14,0,0,0,0,1,78,51,1,50,0,t1808,2021-09-25
podkarpackie,lubaczowski,0,0,0,0,0,0,0,41,40,0,40,0,t1809,2021-09-25
podkarpackie,³añcucki,0,0,0,0,0,0,4,63,83,0,83,0,t1810,2021-09-25
podkarpackie,mielecki,2,0.15,0,0,0,0,1,100,92,2,89,1,t1811,2021-09-25
podkarpackie,ni¿añski,4,0.60,0,0,0,0,11,143,78,5,73,0,t1812,2021-09-25
podkarpackie,przemyski,6,0.81,0,0,0,0,1,182,106,6,100,0,t1813,2021-09-25
podkarpackie,przeworski,1,0.13,0,0,0,1,0,71,51,2,49,0,t1814,2021-09-25
podkarpackie,ropczycko-sêdziszowski,4,0.54,0,0,0,2,0,36,73,4,69,0,t1815,2021-09-25
podkarpackie,rzeszowski,6,0.35,0,0,0,1,9,307,187,6,181,0,t1816,2021-09-25
podkarpackie,sanocki,1,0.11,0,0,0,2,2,64,98,2,96,0,t1817,2021-09-25
podkarpackie,stalowowolski,5,0.47,0,0,0,0,8,221,99,6,93,0,t1818,2021-09-25
podkarpackie,strzy¿owski,0,0,0,0,0,3,0,22,57,0,57,0,t1819,2021-09-25
podkarpackie,tarnobrzeski,0,0,0,0,0,0,0,26,56,0,56,0,t1820,2021-09-25
podkarpackie,leski,0,0,0,0,0,0,1,26,30,0,30,0,t1821,2021-09-25
podkarpackie,Krosno,2,0.43,0,0,0,8,2,43,37,3,34,0,t1861,2021-09-25
podkarpackie,Przemyœl,3,0.50,0,0,0,1,0,161,72,3,69,0,t1862,2021-09-25
podkarpackie,Rzeszów,4,0.20,0,0,0,0,5,327,209,5,204,0,t1863,2021-09-25
podkarpackie,Tarnobrzeg,0,0,0,0,0,0,0,20,97,0,97,0,t1864,2021-09-25
podlaskie,augustowski,3,0.52,0,0,0,0,0,61,26,3,23,0,t2001,2021-09-25
podlaskie,bia³ostocki,8,0.53,0,0,0,0,6,280,128,10,118,0,t2002,2021-09-25
podlaskie,bielski,4,0.74,0,0,0,0,6,332,52,5,47,0,t2003,2021-09-25
podlaskie,grajewski,1,0.21,0,0,0,0,2,57,33,1,32,0,t2004,2021-09-25
podlaskie,hajnowski,2,0.47,0,0,0,0,1,60,34,2,32,0,t2005,2021-09-25
podlaskie,kolneñski,0,0,0,0,0,0,0,26,14,0,14,0,t2006,2021-09-25
podlaskie,³om¿yñski,0,0,0,0,0,0,1,53,37,0,37,0,t2007,2021-09-25
podlaskie,moniecki,0,0,0,0,0,0,1,43,30,0,30,0,t2008,2021-09-25
podlaskie,sejneñski,0,0,0,0,0,0,0,36,10,0,10,0,t2009,2021-09-25
podlaskie,siemiatycki,2,0.46,0,0,0,0,2,124,22,3,18,1,t2010,2021-09-25
podlaskie,sokólski,1,0.15,0,0,0,1,5,139,56,1,55,0,t2011,2021-09-25
podlaskie,suwalski,2,0.56,0,0,0,0,0,33,18,2,16,0,t2012,2021-09-25
podlaskie,wysokomazowiecki,1,0.18,0,0,0,1,0,109,31,2,29,0,t2013,2021-09-25
podlaskie,zambrowski,0,0,0,0,0,1,1,90,20,0,20,0,t2014,2021-09-25
podlaskie,Bia³ystok,11,0.37,0,0,0,0,23,771,200,13,187,0,t2061,2021-09-25
podlaskie,£om¿a,0,0,0,0,0,2,0,64,65,0,65,0,t2062,2021-09-25
podlaskie,Suwa³ki,2,0.29,0,0,0,0,2,84,33,2,31,0,t2063,2021-09-25
pomorskie,bytowski,1,0.13,0,0,0,0,0,101,53,1,52,0,t2201,2021-09-25
pomorskie,chojnicki,0,0,0,0,0,0,2,51,23,0,23,0,t2202,2021-09-25
pomorskie,cz³uchowski,1,0.18,0,0,0,0,0,66,29,2,27,0,t2203,2021-09-25
pomorskie,gdañski,1,0.08,0,0,0,1,9,371,93,1,92,0,t2204,2021-09-25
pomorskie,kartuski,1,0.07,0,0,0,1,1,295,94,1,93,0,t2205,2021-09-25
pomorskie,koœcierski,2,0.27,0,0,0,0,0,78,80,3,77,0,t2206,2021-09-25
pomorskie,kwidzyñski,0,0,0,0,0,0,0,33,31,0,31,0,t2207,2021-09-25
pomorskie,lêborski,1,0.15,0,0,0,0,0,80,50,1,49,0,t2208,2021-09-25
pomorskie,malborski,1,0.16,0,0,0,0,0,32,39,1,37,1,t2209,2021-09-25
pomorskie,nowodworski,0,0,0,0,0,0,0,27,20,0,20,0,t2210,2021-09-25
pomorskie,pucki,1,0.11,0,0,0,0,2,142,48,2,46,0,t2211,2021-09-25
pomorskie,s³upski,0,0,0,0,0,0,1,171,57,0,57,0,t2212,2021-09-25
pomorskie,starogardzki,0,0,0,0,0,1,0,108,38,0,38,0,t2213,2021-09-25
pomorskie,tczewski,0,0,0,0,0,2,5,122,38,0,38,0,t2214,2021-09-25
pomorskie,wejherowski,1,0.05,0,0,0,0,2,248,160,2,158,0,t2215,2021-09-25
pomorskie,sztumski,0,0,0,0,0,0,0,15,15,0,15,0,t2216,2021-09-25
pomorskie,Gdañsk,7,0.15,0,0,0,8,7,1500,400,9,390,1,t2261,2021-09-25
pomorskie,Gdynia,3,0.12,0,0,0,0,6,460,207,4,203,0,t2262,2021-09-25
pomorskie,S³upsk,0,0,0,0,0,0,0,148,71,0,70,1,t2263,2021-09-25
pomorskie,Sopot,1,0.28,0,0,0,0,1,57,55,1,54,0,t2264,2021-09-25
œl¹skie,bêdziñski,2,0.14,0,0,0,0,1,137,96,2,94,0,t2401,2021-09-25
œl¹skie,bielski,1,0.06,0,0,0,0,2,117,83,1,82,0,t2402,2021-09-25
œl¹skie,cieszyñski,2,0.11,0,0,0,0,2,178,100,3,96,1,t2403,2021-09-25
œl¹skie,czêstochowski,0,0,0,0,0,1,1,78,60,0,60,0,t2404,2021-09-25
œl¹skie,gliwicki,1,0.09,0,0,0,1,1,119,86,1,85,0,t2405,2021-09-25
œl¹skie,k³obucki,0,0,0,0,0,0,0,79,43,0,43,0,t2406,2021-09-25
œl¹skie,lubliniecki,0,0,0,0,0,0,0,46,32,0,32,0,t2407,2021-09-25
œl¹skie,miko³owski,0,0,0,0,0,0,0,77,76,0,76,0,t2408,2021-09-25
œl¹skie,myszkowski,0,0,0,0,0,0,2,91,47,1,46,0,t2409,2021-09-25
œl¹skie,pszczyñski,0,0,0,0,0,0,4,70,72,0,71,1,t2410,2021-09-25
œl¹skie,raciborski,3,0.28,0,0,0,0,2,82,104,3,101,0,t2411,2021-09-25
œl¹skie,rybnicki,0,0,0,0,0,0,0,50,36,0,36,0,t2412,2021-09-25
œl¹skie,tarnogórski,2,0.14,0,0,0,1,3,238,106,2,104,0,t2413,2021-09-25
œl¹skie,bieruñsko-lêdziñski,3,0.50,0,0,0,0,0,70,31,3,28,0,t2414,2021-09-25
œl¹skie,wodzis³awski,0,0,0,0,0,0,0,127,71,0,71,0,t2415,2021-09-25
œl¹skie,zawierciañski,0,0,0,0,0,0,0,121,78,0,78,0,t2416,2021-09-25
œl¹skie,¿ywiecki,0,0,0,0,0,0,0,145,80,0,80,0,t2417,2021-09-25
œl¹skie,Bielsko-Bia³a,1,0.06,0,0,0,1,0,306,129,1,128,0,t2461,2021-09-25
œl¹skie,Bytom,0,0,0,0,0,0,2,104,104,0,104,0,t2462,2021-09-25
œl¹skie,Chorzów,2,0.19,0,0,0,0,0,128,60,4,55,1,t2463,2021-09-25
œl¹skie,Czêstochowa,0,0,0,0,0,1,1,288,151,1,149,1,t2464,2021-09-25
œl¹skie,D¹browa Górnicza,5,0.42,0,0,0,0,1,140,90,5,85,0,t2465,2021-09-25
œl¹skie,Gliwice,1,0.06,0,0,0,0,0,321,160,2,157,1,t2466,2021-09-25
œl¹skie,Jastrzêbie-Zdrój,0,0,0,0,0,0,0,44,43,0,43,0,t2467,2021-09-25
œl¹skie,Jaworzno,0,0,0,0,0,0,2,75,44,0,43,1,t2468,2021-09-25
œl¹skie,Katowice,3,0.10,0,0,0,3,6,642,242,3,238,1,t2469,2021-09-25
œl¹skie,Mys³owice,0,0,0,0,0,0,0,72,34,0,34,0,t2470,2021-09-25
œl¹skie,Piekary Œl¹skie,1,0.18,0,0,0,0,0,40,26,1,25,0,t2471,2021-09-25
œl¹skie,Ruda Œl¹ska,6,0.44,0,0,0,0,0,131,92,6,86,0,t2472,2021-09-25
œl¹skie,Rybnik,2,0.15,0,0,0,0,0,88,84,3,81,0,t2473,2021-09-25
œl¹skie,Siemianowice Œl¹skie,0,0,0,0,0,0,2,50,49,0,49,0,t2474,2021-09-25
œl¹skie,Sosnowiec,4,0.20,0,0,0,0,3,329,139,4,135,0,t2475,2021-09-25
œl¹skie,Œwiêtoch³owice,0,0,0,0,0,0,0,19,29,0,29,0,t2476,2021-09-25
œl¹skie,Tychy,0,0,0,0,0,0,0,189,90,0,90,0,t2477,2021-09-25
œl¹skie,Zabrze,3,0.17,0,0,0,0,3,194,87,4,83,0,t2478,2021-09-25
œl¹skie,¯ory,0,0,0,0,0,0,0,80,45,0,45,0,t2479,2021-09-25
œwiêtokrzyskie,buski,0,0,0,0,0,0,0,112,46,0,46,0,t2601,2021-09-25
œwiêtokrzyskie,jêdrzejowski,0,0,0,0,0,0,0,53,31,0,31,0,t2602,2021-09-25
œwiêtokrzyskie,kazimierski,2,0.60,0,0,0,0,0,23,21,2,19,0,t2603,2021-09-25
œwiêtokrzyskie,kielecki,3,0.14,0,0,0,1,1,142,171,3,167,1,t2604,2021-09-25
œwiêtokrzyskie,konecki,0,0,0,0,0,0,0,51,45,0,45,0,t2605,2021-09-25
œwiêtokrzyskie,opatowski,0,0,0,0,0,0,0,42,35,0,35,0,t2606,2021-09-25
œwiêtokrzyskie,ostrowiecki,0,0,0,0,0,0,0,58,39,0,39,0,t2607,2021-09-25
œwiêtokrzyskie,piñczowski,0,0,0,0,0,0,0,43,29,0,29,0,t2608,2021-09-25
œwiêtokrzyskie,sandomierski,0,0,0,0,0,0,0,364,59,0,59,0,t2609,2021-09-25
œwiêtokrzyskie,skar¿yski,0,0,0,0,0,0,1,111,50,0,50,0,t2610,2021-09-25
œwiêtokrzyskie,starachowicki,0,0,0,0,0,0,2,81,44,0,44,0,t2611,2021-09-25
œwiêtokrzyskie,staszowski,1,0.14,0,0,0,0,0,55,52,1,51,0,t2612,2021-09-25
œwiêtokrzyskie,w³oszczowski,0,0,0,0,0,0,0,17,22,0,22,0,t2613,2021-09-25
œwiêtokrzyskie,Kielce,1,0.05,0,0,0,0,2,140,147,1,146,0,t2661,2021-09-25
warmiñsko-mazurskie,bartoszycki,0,0,0,0,0,0,0,40,14,0,14,0,t2801,2021-09-25
warmiñsko-mazurskie,braniewski,0,0,0,0,0,0,0,19,8,0,8,0,t2802,2021-09-25
warmiñsko-mazurskie,dzia³dowski,0,0,0,0,0,0,1,33,22,0,22,0,t2803,2021-09-25
warmiñsko-mazurskie,elbl¹ski,2,0.35,0,0,0,0,3,90,32,2,30,0,t2804,2021-09-25
warmiñsko-mazurskie,e³cki,0,0,0,0,0,0,3,153,53,0,53,0,t2805,2021-09-25
warmiñsko-mazurskie,gi¿ycki,1,0.18,0,0,0,0,0,37,23,1,22,0,t2806,2021-09-25
warmiñsko-mazurskie,i³awski,0,0,0,0,0,0,1,149,50,0,50,0,t2807,2021-09-25
warmiñsko-mazurskie,kêtrzyñski,0,0,0,0,0,0,0,15,26,0,26,0,t2808,2021-09-25
warmiñsko-mazurskie,lidzbarski,1,0.24,0,0,0,0,0,60,19,1,18,0,t2809,2021-09-25
warmiñsko-mazurskie,mr¹gowski,0,0,0,0,0,0,0,61,25,0,25,0,t2810,2021-09-25
warmiñsko-mazurskie,nidzicki,0,0,0,0,0,0,1,22,22,0,22,0,t2811,2021-09-25
warmiñsko-mazurskie,nowomiejski,0,0,0,0,0,0,0,63,20,0,20,0,t2812,2021-09-25
warmiñsko-mazurskie,olecki,1,0.29,0,0,0,0,0,36,25,1,24,0,t2813,2021-09-25
warmiñsko-mazurskie,olsztyñski,4,0.31,0,0,0,1,2,157,54,4,50,0,t2814,2021-09-25
warmiñsko-mazurskie,ostródzki,2,0.19,0,0,0,0,0,83,77,2,75,0,t2815,2021-09-25
warmiñsko-mazurskie,piski,0,0,0,0,0,2,0,46,66,0,66,0,t2816,2021-09-25
warmiñsko-mazurskie,szczycieñski,0,0,0,0,0,0,0,58,34,0,34,0,t2817,2021-09-25
warmiñsko-mazurskie,go³dapski,0,0,0,0,0,0,0,14,10,0,10,0,t2818,2021-09-25
warmiñsko-mazurskie,wêgorzewski,0,0,0,0,0,0,0,13,12,0,12,0,t2819,2021-09-25
warmiñsko-mazurskie,Elbl¹g,1,0.08,0,0,0,0,5,125,58,1,57,0,t2861,2021-09-25
warmiñsko-mazurskie,Olsztyn,4,0.23,0,0,0,0,4,354,121,4,117,0,t2862,2021-09-25
wielkopolskie,chodzieski,0,0,0,0,0,0,0,23,23,0,23,0,t3001,2021-09-25
wielkopolskie,czarnkowsko-trzcianecki,1,0.12,0,0,0,0,1,130,34,1,33,0,t3002,2021-09-25
wielkopolskie,gnieŸnieñski,0,0,0,0,0,0,0,85,56,0,56,0,t3003,2021-09-25
wielkopolskie,gostyñski,0,0,0,0,0,0,0,69,33,0,33,0,t3004,2021-09-25
wielkopolskie,grodziski,0,0,0,0,0,0,0,54,24,0,24,0,t3005,2021-09-25
wielkopolskie,jarociñski,0,0,0,0,0,0,0,124,18,0,18,0,t3006,2021-09-25
wielkopolskie,kaliski,1,0.12,0,0,0,0,0,257,50,1,49,0,t3007,2021-09-25
wielkopolskie,kêpiñski,0,0,0,0,0,0,0,125,36,0,36,0,t3008,2021-09-25
wielkopolskie,kolski,0,0,0,0,0,2,0,73,20,0,20,0,t3009,2021-09-25
wielkopolskie,koniñski,0,0,0,0,0,0,1,161,42,1,41,0,t3010,2021-09-25
wielkopolskie,koœciañski,1,0.13,0,0,0,0,1,73,69,1,67,1,t3011,2021-09-25
wielkopolskie,krotoszyñski,0,0,0,0,0,0,0,80,25,0,25,0,t3012,2021-09-25
wielkopolskie,leszczyñski,0,0,0,0,0,0,0,60,33,0,33,0,t3013,2021-09-25
wielkopolskie,miêdzychodzki,0,0,0,0,0,1,0,38,26,0,26,0,t3014,2021-09-25
wielkopolskie,nowotomyski,1,0.13,0,0,0,0,0,276,27,1,26,0,t3015,2021-09-25
wielkopolskie,obornicki,0,0,0,0,0,0,0,51,25,0,25,0,t3016,2021-09-25
wielkopolskie,ostrowski,1,0.06,0,0,0,2,2,137,90,1,88,1,t3017,2021-09-25
wielkopolskie,ostrzeszowski,0,0,0,0,0,0,0,165,34,0,34,0,t3018,2021-09-25
wielkopolskie,pilski,0,0,0,0,0,3,1,65,77,0,77,0,t3019,2021-09-25
wielkopolskie,pleszewski,0,0,0,0,0,0,1,52,27,0,27,0,t3020,2021-09-25
wielkopolskie,poznañski,6,0.15,0,0,0,4,9,881,276,8,268,0,t3021,2021-09-25
wielkopolskie,rawicki,1,0.17,0,0,0,0,0,47,28,1,27,0,t3022,2021-09-25
wielkopolskie,s³upecki,0,0,0,0,0,0,0,81,16,0,16,0,t3023,2021-09-25
wielkopolskie,szamotulski,1,0.11,0,0,0,0,0,195,44,1,43,0,t3024,2021-09-25
wielkopolskie,œredzki,0,0,0,0,0,0,0,173,20,0,20,0,t3025,2021-09-25
wielkopolskie,œremski,0,0,0,0,0,0,1,59,18,0,18,0,t3026,2021-09-25
wielkopolskie,turecki,0,0,0,0,0,0,0,82,20,0,20,0,t3027,2021-09-25
wielkopolskie,w¹growiecki,0,0,0,0,0,0,1,50,27,0,27,0,t3028,2021-09-25
wielkopolskie,wolsztyñski,0,0,0,0,0,0,0,183,41,0,41,0,t3029,2021-09-25
wielkopolskie,wrzesiñski,1,0.13,0,0,0,1,1,126,38,1,36,1,t3030,2021-09-25
wielkopolskie,z³otowski,1,0.14,0,0,0,13,0,46,40,1,39,0,t3031,2021-09-25
wielkopolskie,Kalisz,0,0,0,0,0,1,0,132,63,0,62,1,t3061,2021-09-25
wielkopolskie,Konin,1,0.14,0,0,0,0,0,47,25,1,24,0,t3062,2021-09-25
wielkopolskie,Leszno,1,0.16,0,0,0,0,0,125,33,1,32,0,t3063,2021-09-25
wielkopolskie,Poznañ,14,0.26,0,0,0,1,10,1698,493,17,475,1,t3064,2021-09-25
zachodniopomorskie,bia³ogardzki,1,0.21,0,0,0,0,0,75,29,2,27,0,t3201,2021-09-25
zachodniopomorskie,choszczeñski,0,0,0,0,0,1,8,85,27,1,26,0,t3202,2021-09-25
zachodniopomorskie,drawski,5,0.88,0,0,0,0,1,36,54,5,48,1,t3203,2021-09-25
zachodniopomorskie,goleniowski,0,0,0,0,0,0,6,327,85,0,85,0,t3204,2021-09-25
zachodniopomorskie,gryficki,2,0.33,0,0,0,0,4,102,38,3,35,0,t3205,2021-09-25
zachodniopomorskie,gryfiñski,1,0.12,0,0,0,1,1,150,80,1,79,0,t3206,2021-09-25
zachodniopomorskie,kamieñski,1,0.21,0,0,0,2,1,61,21,1,20,0,t3207,2021-09-25
zachodniopomorskie,ko³obrzeski,6,0.76,0,0,0,2,0,183,45,8,37,0,t3208,2021-09-25
zachodniopomorskie,koszaliñski,3,0.45,0,0,0,0,1,139,33,3,30,0,t3209,2021-09-25
zachodniopomorskie,myœliborski,1,0.15,0,0,0,0,2,66,32,1,31,0,t3210,2021-09-25
zachodniopomorskie,policki,4,0.49,0,0,0,0,2,161,59,4,55,0,t3211,2021-09-25
zachodniopomorskie,pyrzycki,1,0.25,0,0,0,0,0,21,23,1,22,0,t3212,2021-09-25
zachodniopomorskie,s³awieñski,2,0.36,0,0,0,0,0,185,38,3,35,0,t3213,2021-09-25
zachodniopomorskie,stargardzki,0,0,0,0,0,0,0,101,47,0,47,0,t3214,2021-09-25
zachodniopomorskie,szczecinecki,0,0,0,0,0,1,6,104,24,0,24,0,t3215,2021-09-25
zachodniopomorskie,œwidwiñski,0,0,0,0,0,0,1,28,15,0,15,0,t3216,2021-09-25
zachodniopomorskie,wa³ecki,0,0,0,0,0,1,0,46,48,0,48,0,t3217,2021-09-25
zachodniopomorskie,³obeski,1,0.27,0,0,0,0,0,22,18,1,17,0,t3218,2021-09-25
zachodniopomorskie,Koszalin,2,0.19,0,0,0,0,2,379,78,2,76,0,t3261,2021-09-25
zachodniopomorskie,Szczecin,12,0.30,0,0,0,1,23,1194,349,12,337,0,t3262,2021-09-25
zachodniopomorskie,Œwinoujœcie,1,0.24,0,0,0,0,0,85,46,1,45,0,t3263,2021-09-25
Ca³y kraj,Ca³y kraj,421,0.11,0,0,0,185,758,78620,21347,495,20812,40,t0000,2021-09-26
dolnoœl¹skie,boles³awiecki,0,0,0,0,0,0,4,308,46,0,46,0,t0201,2021-09-26
dolnoœl¹skie,dzier¿oniowski,1,0.10,0,0,0,0,0,57,18,1,17,0,t0202,2021-09-26
dolnoœl¹skie,g³ogowski,1,0.11,0,0,0,0,1,82,59,1,58,0,t0203,2021-09-26
dolnoœl¹skie,górowski,0,0,0,0,0,0,3,44,10,0,10,0,t0204,2021-09-26
dolnoœl¹skie,jaworski,0,0,0,0,0,0,2,43,9,0,9,0,t0205,2021-09-26
dolnoœl¹skie,jeleniogórski,1,0.16,0,0,0,0,0,69,21,1,20,0,t0206,2021-09-26
dolnoœl¹skie,kamiennogórski,0,0,0,0,0,0,0,55,9,0,9,0,t0207,2021-09-26
dolnoœl¹skie,k³odzki,1,0.06,0,0,0,0,3,105,77,1,76,0,t0208,2021-09-26
dolnoœl¹skie,legnicki,1,0.18,0,0,0,0,1,78,13,1,12,0,t0209,2021-09-26
dolnoœl¹skie,lubañski,0,0,0,0,0,0,0,44,20,0,20,0,t0210,2021-09-26
dolnoœl¹skie,lubiñski,1,0.09,0,0,0,1,3,53,42,1,41,0,t0211,2021-09-26
